Method,gamma,training_time,accuracy,precision,recall,f1_score,roc_auc
Vanilla,0.0,1.5372204780578613,0.4479166666666667,0.38323353293413176,0.9552238805970149,0.5470085470085471,0.7714626865671642
Regularized,0.3,2.2305448055267334,0.4947916666666667,0.3828125,0.7313432835820896,0.5025641025641026,0.6296119402985074
