Method,gamma,training_time,accuracy,precision,recall,f1_score,roc_auc
Vanilla,0.0,1.4345273971557617,0.6459143968871596,0.5919282511210763,1.0,0.7436619718309859,0.9233939393939394
Regularized,0.7,9.500380039215088,0.7509727626459144,0.7098765432098766,0.8712121212121212,0.782312925170068,0.7990909090909091
