Method,gamma,training_time,accuracy,precision,recall,f1_score,roc_auc
Vanilla,0.0,1.6304214000701904,0.9790209790209791,0.9629629629629629,0.9811320754716981,0.9719626168224299,0.9943396226415094
Regularized,0.7,11.401806831359863,0.9440559440559441,0.9090909090909091,0.9433962264150944,0.9259259259259259,0.9853249475890985
