gamma,vanilla_accuracy,regularized_accuracy,vanilla_roc_auc,regularized_roc_auc,vanilla_time,regularized_time,improvement_roc_auc,improvement_accuracy
0.1,0.4479166666666667,0.7083333333333334,0.7714626865671642,0.7121194029850747,1.17720627784729,4.987404823303223,-0.05934328358208951,0.2604166666666667
0.3,0.4479166666666667,0.4947916666666667,0.7714626865671642,0.6296119402985074,1.5372204780578613,2.2305448055267334,-0.1418507462686568,0.046875
0.5,0.4479166666666667,0.4895833333333333,0.7714626865671642,0.6260298507462687,1.3831889629364014,2.2063698768615723,-0.1454328358208955,0.04166666666666663
0.7,0.4479166666666667,0.4895833333333333,0.7714626865671642,0.6232835820895523,1.1744818687438965,1.9683494567871094,-0.14817910447761196,0.04166666666666663
